Image,Best Method,Best Score,Average Score,Best Entropy,Best PSNR,Best SSIM,Best Contrast
1,histogram_equalization,0.5,0.4823061968711774,7.634418570854208,38.787579549662404,0.9348072129344763,65.13364755437433
2,clahe,0.5225111390621494,0.4564634961501643,7.839818048866313,29.574489635034205,0.9855379632768363,74.77234431876983
